,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1998-08-21,21.208332061767578,21.713542938232422,20.541667938232422,21.614582061767578,21.614582061767578,15136200,AMZN,13.906656,12.28125,0.0,7.707925796508789
1998-09-17,13.40625,13.916666984558105,12.75,12.833333015441895,12.833333015441895,42457800,AMZN,6.1341143,14.364583015441895,-6.69921875,0.0
1998-09-24,17.854167938232422,19.479167938232422,16.916667938232422,17.020832061767578,17.020832061767578,51124200,AMZN,6.6943574,16.177082061767578,0.0,10.326474666595459
1998-10-09,15.041666984558105,15.3125,13.958333015441895,15.197916984558105,15.197916984558105,20727000,AMZN,11.665214,21.072917938232422,-3.532703399658203,0.0
1998-10-12,16.1875,16.833332061767578,15.5,15.53125,15.53125,21817200,AMZN,11.786737,21.833332061767578,-3.7445125579833984,0.0
1998-10-14,15.177083015441895,16.270832061767578,14.958333015441895,15.583333015441895,15.583333015441895,15590400,AMZN,12.4389715,21.635417938232422,-3.1443614959716797,0.0
1998-10-15,15.708333015441895,16.3125,15.416666984558105,16.177082061767578,16.177082061767578,16971000,AMZN,12.754931,21.416667938232422,-3.4221506118774414,0.0
1998-10-30,21.104167938232422,21.635417938232422,20.770832061767578,21.072917938232422,21.072917938232422,21182400,AMZN,12.302042,30.104167938232422,-8.770875930786133,0.0
1998-11-19,28.5,29.25,25.5,25.541667938232422,25.541667938232422,38895600,AMZN,13.390704,37.16666793823242,-12.15096378326416,0.0
1998-11-23,31.8125,36.41666793823242,31.010417938232422,36.33333206176758,36.33333206176758,67781400,AMZN,14.180016,40.45833206176758,-22.153316497802734,0.0
1998-11-25,36.08333206176758,37.25,34.16666793823242,35.05208206176758,35.05208206176758,27522600,AMZN,17.202305,46.125,-17.849777221679688,0.0
1998-12-01,30.916667938232422,34.95833206176758,30.333332061767578,34.91666793823242,34.91666793823242,47154600,AMZN,24.435307,53.72916793823242,-10.481361389160156,0.0
1998-12-02,34.48958206176758,34.58333206176758,32.92708206176758,33.25,33.25,29649000,AMZN,26.411133,54.16666793823242,-6.8388671875,0.0
1998-12-08,31.604167938232422,34.3125,31.416667938232422,34.01041793823242,34.01041793823242,25549800,AMZN,31.848343,53.54166793823242,-2.1620750427246094,0.0
1998-12-10,36.27083206176758,37.33333206176758,34.9375,35.52083206176758,35.52083206176758,30361800,AMZN,32.9676,59.15625000000001,-2.5532302856445312,0.0
1998-12-11,35.01041793823242,37.33333206176758,35.0,37.16666793823242,37.16666793823242,25467600,AMZN,33.396564,62.25,-3.7701034545898438,0.0
1998-12-17,44.0,48.58333206176758,43.42708206176758,46.125,46.125,67635000,AMZN,34.46176,92.3125,-11.663238525390625,0.0
1999-01-05,54.78125,64.875,53.25,62.25,62.25,62873200,AMZN,55.47005,62.81249999999999,-6.779949188232422,0.0
1999-01-22,49.75,62.9375,49.375,61.5,61.5,43765800,AMZN,67.85543,52.25,0.0,-6.355430603027344
1999-01-25,60.75,61.6875,55.0,56.1875,56.1875,27323800,AMZN,64.79687,49.3125,0.0,-8.609367370605469
1999-01-28,63.21875,64.375,60.125,61.4375,61.4375,23750600,AMZN,60.017715,50.9375,0.0,1.4197845458984375
1999-01-29,60.8125,60.8125,57.5,58.46875,58.46875,16396000,AMZN,59.49653,53.25,0.0,-1.0277786254882812
1999-02-02,58.1875,58.21875,54.25,55.125,55.125,13048600,AMZN,58.80362,55.46875,3.678619384765625,0.0
1999-02-08,57.1875,57.5625,52.875,54.5625,54.5625,12598200,AMZN,58.2272,60.65624999999999,3.6646995544433594,0.0
1999-02-10,49.125,51.6875,47.5,48.71875,48.71875,13205000,AMZN,55.462074,60.0625,6.743324279785156,0.0
1999-02-12,54.0,54.9375,51.8125,52.25,52.25,7765400,AMZN,52.498745,61.09375,0.24874496459960938,0.0
1999-02-23,55.0625,58.5,54.75,57.59375,57.59375,21139200,AMZN,43.788452,66.90625,-13.8052978515625,0.0
1999-02-26,63.375,65.0,60.5,64.0625,64.0625,25365400,AMZN,45.523273,67.53125,-18.539226531982422,0.0
1999-03-10,68.375,69.46875,67.0,68.5625,68.5625,14117600,AMZN,56.753498,86.09375,-11.809001922607422,0.0
1999-03-18,66.4375,70.0,66.1875,69.21875,69.21875,12300200,AMZN,62.547195,91.4375,-6.6715545654296875,0.0
1999-03-19,70.9375,71.53125,67.5,67.53125,67.53125,10725200,AMZN,62.883343,92.21875,-4.647907257080078,0.0
1999-03-29,75.0,75.75,74.0,74.8125,74.8125,18888000,AMZN,59.866333,86.0,-14.9461669921875,0.0
1999-04-09,89.0625,93.0,87.875,91.4375,91.4375,6839000,AMZN,80.659645,86.03125,0.0,10.777854919433594
1999-04-20,78.65625,87.15625,76.75,86.0,86.0,20005000,AMZN,82.24645,74.1875,0.0,3.7535476684570312
1999-04-26,104.5,107.9375,102.0,103.59375,103.59375,13985000,AMZN,85.212006,68.8125,0.0,18.381744384765625
1999-05-05,71.9375,74.125,66.9375,73.25,73.25,27709800,AMZN,79.9482,60.46875,0.0,-6.6981964111328125
1999-05-14,66.5625,67.375,64.90625,66.1875,66.1875,11266800,AMZN,67.8871,58.6875,0.0,-1.6996002197265625
1999-05-18,68.21875,68.75,65.46875,66.3125,66.3125,12407800,AMZN,65.70676,57.00000000000001,0.0,0.605743408203125
1999-05-21,65.375,66.0,62.875,64.28125,64.28125,8005600,AMZN,63.5822,46.0,0.0,0.6990509033203125
1999-05-26,56.59375,60.9375,52.25,60.46875,60.46875,21158600,AMZN,58.388214,56.46875,0.0,2.080535888671875
1999-05-27,59.8125,60.28125,57.0,57.28125,57.28125,13573400,AMZN,56.465797,55.65624999999999,0.0,0.8154525756835938
1999-06-02,52.375,57.5,48.5625,56.0625,56.0625,36906400,AMZN,50.926273,58.87499999999999,-5.136226654052734,0.0
1999-06-04,52.8125,55.0,50.8125,54.21875,54.21875,19491800,AMZN,47.650635,55.09375,-6.568115234375,0.0
1999-06-08,60.0,60.6875,55.1875,55.78125,55.78125,13844400,AMZN,46.747494,58.03125,-9.033756256103516,0.0
1999-06-11,57.5625,58.5,52.375,52.90625,52.90625,13886600,AMZN,47.965103,62.03125000000001,-4.9411468505859375,0.0
1999-06-16,50.65625,56.5,50.5,55.84375,55.84375,21707200,AMZN,45.69332,62.68750000000001,-10.150428771972656,0.0
1999-07-15,67.5,70.75,66.6875,69.78125,69.78125,22763000,AMZN,55.648018,48.625,0.0,14.133232116699219
1999-07-22,58.21875,58.5625,52.375,53.40625,53.40625,57547200,AMZN,55.290527,45.875,0.0,-1.88427734375
1999-07-28,50.9921875,53.0625,49.8125,52.875,52.875,25783600,AMZN,47.013435,56.5625,-5.861564636230469,0.0
1999-08-02,49.1875,51.0625,46.96875,47.0,47.0,16967800,AMZN,44.13221,59.18750000000001,-2.8677902221679688,0.0
1999-08-05,43.78125,49.0,41.0,48.625,48.625,37517000,AMZN,41.56163,64.28125,-7.0633697509765625,0.0
1999-08-10,42.6875,46.09375,41.0,45.5,45.5,23195000,AMZN,39.792355,62.1875,-5.707645416259766,0.0
1999-08-11,46.1875,47.625,42.59375,45.46875,45.46875,25655000,AMZN,39.400604,59.53125000000001,-6.068145751953125,0.0
1999-08-12,45.5,47.875,44.6875,45.875,45.875,13140800,AMZN,39.393063,60.0625,-6.481937408447266,0.0
1999-08-23,57.96875,60.25,57.875,59.1875,59.1875,19206000,AMZN,47.247604,66.0,-11.939895629882812,0.0
1999-08-24,58.0,62.75,57.96875,60.03125,60.03125,25010000,AMZN,48.60125,65.5625,-11.430000305175781,0.0
1999-08-30,63.78125,65.0,58.9375,59.625,59.625,18494400,AMZN,55.07026,62.25,-4.554740905761719,0.0
1999-09-10,65.9375,68.0,64.875,66.5,66.5,12420900,AMZN,57.916893,77.25,-8.583106994628906,0.0
1999-09-22,62.875,66.5,60.6875,66.0,66.0,10037500,AMZN,59.30191,79.9375,-6.698089599609375,0.0
1999-09-29,66.5,85.0,65.75,80.75,80.75,79374400,AMZN,56.424553,80.5,0.0,24.32544708251953
1999-10-01,77.0,79.25,76.65625,77.25,77.25,10430300,AMZN,58.662395,78.625,-18.587604522705078,0.0
1999-10-04,79.4375,79.75,75.75,77.0625,77.0625,9757400,AMZN,60.66578,82.75,-16.39672088623047,0.0
1999-10-05,77.125,79.75,74.75,78.4375,78.4375,16420100,AMZN,62.73454,81.25,-15.702960968017578,0.0
1999-10-13,82.5,85.0,79.5625,79.9375,79.9375,11561800,AMZN,78.883575,65.8125,0.0,1.053924560546875
1999-10-15,75.875,77.0625,73.9375,75.0625,75.0625,12186900,AMZN,79.32748,64.9375,0.0,-4.264976501464844
1999-10-19,77.625,78.25,75.625,76.625,76.625,7780000,AMZN,77.11124,70.8125,0.0,-0.486236572265625
1999-10-20,78.3125,80.625,76.34375,80.5,80.5,7735500,AMZN,76.29225,72.0,0.0,4.2077484130859375
1999-10-29,72.75,72.8125,69.25,70.625,70.625,9688800,AMZN,71.11054,77.9375,0.48554229736328125,0.0
1999-11-12,73.75,75.0,70.8125,74.9375,74.9375,10319600,AMZN,62.6925,87.75,-12.244998931884766,0.0
1999-11-19,77.875,78.125,76.0625,77.9375,77.9375,5760600,AMZN,69.69621,102.5,-8.241287231445312,0.0
1999-11-29,95.5,96.875,90.125,90.4375,90.4375,18053700,AMZN,77.34682,97.0,-13.090682983398438,0.0
1999-12-13,106.625,106.625,101.5,102.5,102.5,8653700,AMZN,88.13364,81.9375,0.0,14.366363525390625
1999-12-23,98.0,99.0,89.0625,90.0,90.0,12914600,AMZN,93.13711,64.25,0.0,-3.1371078491210938
2000-01-03,81.5,89.5625,79.046875,89.375,89.375,16117600,AMZN,79.73209,69.25,0.0,9.642906188964844
2000-01-13,64.9375,67.1875,63.125,65.9375,65.9375,10448100,AMZN,61.56838,78.5625,-4.369121551513672,0.0
2000-01-14,66.75,68.625,64.0,64.25,64.25,6853600,AMZN,60.65185,75.0,-3.5981483459472656,0.0
2000-01-21,64.625,64.625,60.0,62.0625,62.0625,11461900,AMZN,58.974678,76.1875,-3.0878219604492188,0.0
2000-02-23,64.875,71.75,64.6875,70.4375,70.4375,8441200,AMZN,65.46072,63.75000000000001,0.0,4.976783752441406
2000-02-24,70.5625,71.375,65.625,68.4375,68.4375,5869300,AMZN,64.35535,66.25,0.0,4.0821533203125
2000-03-06,62.875,67.25,62.8125,63.9375,63.9375,7665800,AMZN,57.997456,73.125,-5.940044403076172,0.0
2000-03-17,66.0625,66.375,64.5,64.8125,64.8125,5298500,AMZN,55.758205,67.5625,-9.05429458618164,0.0
2000-03-24,74.625,75.25,71.3125,72.6875,72.6875,9746000,AMZN,57.941063,46.875,0.0,14.746437072753906
