,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1997-07-31,2.4375,2.4375,2.3333330154418945,2.3958330154418945,2.3958330154418945,1454400.0,AMZN,-8.1616,2.1145830154418945,0.0,10.557433128356934
1997-08-01,2.34375,2.4166669845581055,2.25,2.4166669845581055,2.4166669845581055,3588000.0,AMZN,-8.53481,2.125,0.0,10.95147705078125
1997-08-25,2.1041669845581055,2.2604169845581055,2.1041669845581055,2.21875,2.21875,1126800.0,AMZN,-10.492657,3.3541669845581055,-12.711406707763672,0.0
1997-09-04,2.3645830154418945,2.5520830154418945,2.34375,2.5520830154418945,2.5520830154418945,3348000.0,AMZN,-11.18545,4.078125,-13.737532615661621,0.0
1997-09-11,3.3333330154418945,3.3333330154418945,3.0416669845581055,3.15625,3.15625,4262400.0,AMZN,-12.625253,4.0104169845581055,-15.781502723693848,0.0
1997-09-26,4.0729169845581055,4.2604169845581055,4.0520830154418945,4.1666669845581055,4.1666669845581055,2731200.0,AMZN,-11.080302,3.625,0.0,15.246969223022461
1997-09-29,4.1458330154418945,4.1875,3.9583330154418945,4.0416669845581055,4.0416669845581055,2371200.0,AMZN,-10.10525,3.8229169845581055,0.0,14.146917343139648
1997-10-10,3.7291669845581055,4.0625,3.6666669845581055,3.9010419845581055,3.9010419845581055,3787200.0,AMZN,-6.524467,5.0833330154418945,-10.425508975982666,0.0
1997-10-16,3.9791669845581055,3.9791669845581055,3.6041669845581055,3.625,3.625,3481200.0,AMZN,-7.189346,4.6614580154418945,-10.814345836639404,0.0
1997-10-22,4.4166669845581055,4.6197919845581055,4.375,4.5208330154418945,4.5208330154418945,5208000.0,AMZN,-9.661047,3.770833015441894,0.0,14.181879997253418
1997-10-29,5.1458330154418945,5.5,5.0,5.390625,5.390625,7126800.0,AMZN,-11.182886,4.5104169845581055,0.0,16.573511123657227
1997-11-05,4.9791669845581055,5.1197919845581055,4.875,4.875,4.875,3093600.0,AMZN,-7.483042,4.2604169845581055,0.0,12.358041763305664
1997-11-14,3.9375,4.2083330154418945,3.78125,4.1666669845581055,4.1666669845581055,5869200.0,AMZN,-7.5697694,4.7083330154418945,-11.736436367034912,0.0
1997-11-18,4.375,4.4791669845581055,4.34375,4.4166669845581055,4.4166669845581055,1866000.0,AMZN,-8.215484,4.5104169845581055,-12.632150650024414,0.0
1997-11-19,4.40625,4.5208330154418945,4.3125,4.5104169845581055,4.5104169845581055,2534400.0,AMZN,-8.093652,4.6875,-12.604068756103516,0.0
1997-12-08,4.5416669845581055,4.7708330154418945,4.5208330154418945,4.7083330154418945,4.7083330154418945,4766400.0,AMZN,-7.415557,4.8489580154418945,-12.123889923095703,0.0
1997-12-12,4.6458330154418945,4.8020830154418945,4.40625,4.5416669845581055,4.5416669845581055,2672400.0,AMZN,-8.1087675,4.8385419845581055,-12.650434494018555,0.0
1997-12-16,4.6458330154418945,4.6458330154418945,4.4583330154418945,4.4583330154418945,4.4583330154418945,1687200.0,AMZN,-8.156241,4.6145830154418945,-12.614574432373047,0.0
1997-12-17,4.375,4.4583330154418945,4.2552080154418945,4.390625,4.390625,6140400.0,AMZN,-8.448612,4.2604169845581055,0.0,12.839237213134766
1997-12-18,4.3541669845581055,4.4270830154418945,4.2291669845581055,4.2916669845581055,4.2916669845581055,3204000.0,AMZN,-8.673877,4.3020830154418945,-12.965543746948242,0.0
1997-12-29,4.5833330154418945,4.78125,4.53125,4.75,4.75,2552400.0,AMZN,-8.2622795,5.0729169845581055,-13.012279510498047,0.0
1998-01-09,4.6666669845581055,4.6666669845581055,4.2291669845581055,4.2604169845581055,4.2604169845581055,6643200.0,AMZN,-8.890942,5.1979169845581055,-13.151358604431152,0.0
1998-01-14,4.65625,4.875,4.625,4.875,4.875,8505600.0,AMZN,-10.190333,4.9375,-15.065333366394043,0.0
1998-01-21,4.9375,5.1666669845581055,4.875,5.0729169845581055,5.0729169845581055,8738400.0,AMZN,-9.500923,5.2916669845581055,-14.573840141296387,0.0
