,adjclose_1
2018-10-16,24053.564
2018-10-17,23924.348
2018-10-18,23810.309
2018-10-19,23695.924
2018-10-22,23591.018
2018-10-23,23486.992
2018-10-24,23384.758
2018-10-25,23257.287
2018-10-26,23108.074
2018-10-29,22947.568
2018-10-30,22799.334
2018-10-31,22685.723
2018-11-01,22601.21
2018-11-02,22550.896
2018-11-05,22517.793
2018-11-06,22488.643
2018-11-07,22493.809
2018-11-08,22533.398
2018-11-09,22584.645
2018-11-12,22628.645
2018-11-13,22649.438
2018-11-14,22656.027
2018-11-15,22631.29
2018-11-16,22608.686
2018-11-19,22586.922
2018-11-20,22560.559
2018-11-21,22520.008
2018-11-26,22488.914
2018-11-27,22474.928
2018-11-28,22482.963
2018-11-29,22514.246
2018-11-30,22565.764
2018-12-03,22634.398
2018-12-04,22697.016
2018-12-05,22727.525
2018-12-06,22723.93
2018-12-07,22697.582
2018-12-10,22639.895
2018-12-11,22562.6
2018-12-12,22490.875
2018-12-13,22437.885
2018-12-14,22396.701
2018-12-17,22349.938
2018-12-18,22294.56
2018-12-19,22227.092
2018-12-20,22134.84
2018-12-25,21949.889
2018-12-26,21725.863
2018-12-27,21527.852
2019-01-04,21333.145
2019-01-07,21175.479
2019-01-08,21060.193
2019-01-09,20985.266
2019-01-10,20931.424
2019-01-11,20901.916
2019-01-15,20891.84
2019-01-16,20898.076
2019-01-17,20911.188
2019-01-18,20936.072
2019-01-21,20977.363
2019-01-22,21021.871
2019-01-23,21046.518
2019-01-24,21075.227
2019-01-25,21114.133
2019-01-28,21153.389
2019-01-29,21185.268
2019-01-30,21216.014
2019-01-31,21251.1
2019-02-01,21290.73
2019-02-04,21329.164
2019-02-05,21366.768
2019-02-06,21400.367
2019-02-07,21426.66
2019-02-08,21430.752
2019-02-12,21429.557
2019-02-13,21445.73
2019-02-14,21473.232
2019-02-15,21497.148
2019-02-18,21532.746
2019-02-19,21574.629
2019-02-20,21626.62
2019-02-21,21686.486
2019-02-22,21742.996
2019-02-25,21802.748
2019-02-26,21860.428
2019-02-27,21918.35
2019-02-28,21967.63
2019-03-01,22014.584
2019-03-04,22068.455
2019-03-05,22119.686
2019-03-06,22161.49
2019-03-07,22190.594
2019-03-08,22199.254
2019-03-11,22176.928
2019-03-12,22158.418
2019-03-13,22137.977
2019-03-14,22119.938
2019-03-15,22111.463
2019-03-18,22110.03
2019-03-19,22112.777
2019-03-20,22121.818
2019-03-22,22141.123
2019-03-25,22136.803
2019-03-26,22132.45
2019-03-27,22122.256
2019-03-28,22095.47
2019-03-29,22064.102
2019-04-01,22052.006
2019-04-02,22055.324
2019-04-03,22068.758
2019-04-04,22092.018
2019-04-05,22124.36
2019-04-08,22162.277
2019-04-09,22199.734
2019-04-10,22229.863
2019-04-11,22256.713
2019-04-12,22286.732
2019-04-15,22336.4
2019-04-16,22393.158
2019-04-17,22461.713
2019-04-18,22526.889
2019-04-19,22573.498
2019-04-22,22618.78
2019-04-23,22663.326
2019-04-24,22710.818
2019-04-25,22755.23
2019-04-26,22793.979
2019-05-07,22821.666
2019-05-08,22815.914
2019-05-09,22780.516
2019-05-10,22723.08
2019-05-13,22638.664
2019-05-14,22532.186
2019-05-15,22423.613
2019-05-16,22317.402
2019-05-17,22227.178
2019-05-20,22153.674
2019-05-21,22092.318
2019-05-22,22046.117
2019-05-23,22003.664
2019-05-24,21960.92
2019-05-27,21921.617
2019-05-28,21904.188
2019-05-29,21880.857
2019-05-30,21847.771
2019-05-31,21804.102
2019-06-03,21734.191
2019-06-04,21655.188
2019-06-05,21591.225
2019-06-06,21540.912
2019-06-07,21505.104
2019-06-10,21496.9
2019-06-11,21507.97
2019-06-12,21532.908
2019-06-13,21560.95
2019-06-14,21589.404
2019-06-17,21616.002
2019-06-18,21638.697
2019-06-19,21672.193
2019-06-20,21716.87
2019-06-21,21769.51
2019-06-24,21807.182
