,adjclose_1
2018-11-06,21769.506
2018-11-07,21800.818
2018-11-08,21862.11
2018-11-09,21935.734
2018-11-12,22004.303
2018-11-13,22045.092
2018-11-14,22065.969
2018-11-15,22065.37
2018-11-16,22055.668
2018-11-19,22037.486
2018-11-20,22006.738
2018-11-21,21957.988
2018-11-26,21914.979
2018-11-27,21889.635
2018-11-28,21887.781
2018-11-29,21913.71
2018-11-30,21957.17
2018-12-03,22023.71
2018-12-04,22089.752
2018-12-05,22126.305
2018-12-06,22127.098
2018-12-07,22103.104
2018-12-10,22045.846
2018-12-11,21964.154
2018-12-12,21882.885
2018-12-13,21822.59
2018-12-14,21770.7
2018-12-17,21721.865
2018-12-18,21667.396
2018-12-19,21602.291
2018-12-20,21510.21
2018-12-25,21347.926
2018-12-26,21135.904
2018-12-27,20928.514
2019-01-04,20718.514
2019-01-07,20542.627
2019-01-08,20411.396
2019-01-09,20328.46
2019-01-10,20276.24
2019-01-11,20252.873
2019-01-15,20253.227
2019-01-16,20274.205
2019-01-17,20307.89
2019-01-18,20353.174
2019-01-21,20415.332
2019-01-22,20481.926
2019-01-23,20540.443
2019-01-24,20592.549
2019-01-25,20642.982
2019-01-28,20689.076
2019-01-29,20723.713
2019-01-30,20750.525
2019-01-31,20778.064
2019-02-01,20805.914
2019-02-04,20834.607
2019-02-05,20865.256
2019-02-06,20896.164
2019-02-07,20918.578
2019-02-08,20916.73
2019-02-12,20906.135
2019-02-13,20912.318
2019-02-14,20935.043
2019-02-15,20960.36
2019-02-18,20999.486
2019-02-19,21048.701
2019-02-20,21108.686
2019-02-21,21175.154
2019-02-22,21240.096
2019-02-25,21308.291
2019-02-26,21373.672
2019-02-27,21434.242
2019-02-28,21484.06
2019-03-01,21527.475
2019-03-04,21577.125
2019-03-05,21625.459
2019-03-06,21665.479
2019-03-07,21688.57
2019-03-08,21684.486
2019-03-11,21652.98
2019-03-12,21623.803
2019-03-13,21594.744
2019-03-14,21570.127
2019-03-15,21551.855
2019-03-18,21545.164
2019-03-19,21546.885
2019-03-20,21555.95
2019-03-22,21573.613
2019-03-25,21569.479
2019-03-26,21557.11
2019-03-27,21540.234
2019-03-28,21510.688
2019-03-29,21479.256
2019-04-01,21465.45
2019-04-02,21469.658
2019-04-03,21486.283
2019-04-04,21516.107
2019-04-05,21557.008
2019-04-08,21606.23
2019-04-09,21655.598
2019-04-10,21695.514
2019-04-11,21728.418
2019-04-12,21760.607
2019-04-15,21807.732
2019-04-16,21864.55
2019-04-17,21930.11
2019-04-18,21994.014
2019-04-19,22054.32
2019-04-22,22111.607
2019-04-23,22163.717
2019-04-24,22211.047
2019-04-25,22250.256
2019-04-26,22278.902
2019-05-07,22291.162
2019-05-08,22267.33
2019-05-09,22210.627
2019-05-10,22129.85
2019-05-13,22026.807
2019-05-14,21902.096
2019-05-15,21776.72
2019-05-16,21657.402
2019-05-17,21558.86
2019-05-20,21484.314
2019-05-21,21427.168
2019-05-22,21389.701
2019-05-23,21359.498
2019-05-24,21329.246
2019-05-27,21306.59
2019-05-28,21294.826
2019-05-29,21277.975
2019-05-30,21252.855
2019-05-31,21214.223
2019-06-03,21150.176
2019-06-04,21072.754
2019-06-05,21006.016
2019-06-06,20954.443
2019-06-07,20922.1
2019-06-10,20918.477
2019-06-11,20937.242
2019-06-12,20971.676
2019-06-13,21008.285
2019-06-14,21044.63
2019-06-17,21081.076
2019-06-18,21112.95
2019-06-19,21150.922
2019-06-20,21198.98
2019-06-21,21249.266
2019-06-24,21290.445
2019-06-25,21322.715
2019-06-26,21339.98
2019-06-27,21353.314
2019-06-28,21365.023
2019-07-01,21393.715
2019-07-02,21437.777
2019-07-03,21487.262
2019-07-04,21541.047
2019-07-05,21595.422
2019-07-08,21641.6
