,adjclose_1
2015-12-02,19505.34
2015-12-03,19523.385
2015-12-04,19498.654
2015-12-07,19480.043
2015-12-08,19447.799
2015-12-09,19385.668
2015-12-10,19290.701
2015-12-11,19175.514
2015-12-14,19043.084
2015-12-15,18903.092
2015-12-16,18792.07
2015-12-17,18746.725
2015-12-18,18715.959
2015-12-21,18669.46
2015-12-22,18629.107
2015-12-24,18601.283
2015-12-25,18573.156
2015-12-28,18560.041
2015-12-29,18563.842
2015-12-30,18592.072
2016-01-04,18579.178
2016-01-05,18524.775
2016-01-06,18437.197
2016-01-07,18299.51
2016-01-08,18113.658
2016-01-12,17889.56
2016-01-13,17697.615
2016-01-14,17498.299
2016-01-15,17327.727
2016-01-18,17147.387
2016-01-19,16989.379
2016-01-20,16828.246
2016-01-21,16622.422
2016-01-22,16459.479
2016-01-25,16391.605
2016-01-26,16353.446
2016-01-27,16363.739
2016-01-28,16405.762
2016-01-29,16424.998
2016-02-01,16500.197
2016-02-02,16610.162
2016-02-03,16674.111
2016-02-04,16675.436
2016-02-05,16604.953
2016-02-08,16525.242
2016-02-09,16393.295
2016-02-10,16174.942
2016-02-12,15840.623
2016-02-15,15559.878
2016-02-16,15372.884
2016-02-17,15257.004
2016-02-18,15225.388
2016-02-19,15232.503
2016-02-22,15272.066
2016-02-23,15336.161
2016-02-24,15386.839
2016-02-25,15439.118
2016-02-26,15518.803
2016-02-29,15592.422
2016-03-01,15640.564
2016-03-02,15717.933
2016-03-03,15818.937
2016-03-04,15943.202
2016-03-07,16076.448
2016-03-08,16174.546
2016-03-09,16233.715
2016-03-10,16293.464
2016-03-11,16320.992
2016-03-14,16391.756
2016-03-15,16473.94
2016-03-16,16544.771
2016-03-17,16595.875
2016-03-18,16606.639
2016-03-22,16620.512
2016-03-23,16652.125
2016-03-24,16666.848
2016-03-25,16680.049
2016-03-28,16705.701
2016-03-29,16732.797
2016-03-30,16747.236
2016-03-31,16735.121
2016-04-01,16657.441
2016-04-04,16530.8
2016-04-05,16360.825
2016-04-06,16169.017
2016-04-07,15988.125
2016-04-08,15817.625
2016-04-11,15685.593
2016-04-12,15593.081
2016-04-13,15571.819
2016-04-14,15636.493
2016-04-15,15762.484
2016-04-18,15866.615
2016-04-19,15978.558
2016-04-20,16110.028
2016-04-21,16259.018
2016-04-22,16391.717
2016-04-25,16536.314
2016-04-26,16656.3
2016-04-27,16756.27
2016-04-28,16777.826
2016-05-02,16686.338
2016-05-06,16544.436
2016-05-09,16406.096
2016-05-10,16285.969
2016-05-11,16223.238
2016-05-12,16187.676
2016-05-13,16167.7
2016-05-16,16161.689
2016-05-17,16180.601
2016-05-18,16197.836
2016-05-19,16230.427
2016-05-20,16267.351
2016-05-23,16301.667
2016-05-24,16327.529
2016-05-25,16368.917
2016-05-26,16419.004
2016-05-27,16473.324
2016-05-30,16544.002
2016-05-31,16608.162
2016-06-01,16662.244
2016-06-02,16667.281
2016-06-03,16650.857
2016-06-06,16601.37
2016-06-07,16561.262
2016-06-08,16539.254
2016-06-09,16524.578
2016-06-10,16491.42
2016-06-13,16421.064
2016-06-14,16309.33
2016-06-15,16176.941
2016-06-16,16019.601
2016-06-17,15857.445
2016-06-20,15748.108
2016-06-21,15690.939
2016-06-22,15679.643
2016-06-23,15704.288
2016-06-24,15641.402
2016-06-27,15528.411
2016-06-28,15388.75
2016-06-29,15291.436
2016-06-30,15240.2705
2016-07-01,15233.634
2016-07-04,15254.313
2016-07-05,15288.611
2016-07-06,15279.7
2016-07-07,15256.869
2016-07-08,15219.338
2016-07-11,15206.35
2016-07-12,15241.402
2016-07-13,15320.892
2016-07-14,15438.792
2016-07-15,15567.384
2016-07-19,15720.394
2016-07-20,15874.967
2016-07-21,16028.78
2016-07-22,16158.542
2016-07-25,16265.509
2016-07-26,16318.628
2016-07-27,16346.072
2016-07-28,16358.375
2016-07-29,16311.605
2016-08-01,16265.669
2016-08-02,16232.138
2016-08-03,16170.326
2016-08-04,16096.233
2016-08-05,16046.424
2016-08-08,16037.517
2016-08-09,16072.897
2016-08-10,16137.738
2016-08-12,16227.11
2016-08-15,16333.759
2016-08-16,16417.027
2016-08-17,16470.336
2016-08-18,16488.79
2016-08-19,16485.22
2016-08-22,16484.217
2016-08-23,16474.938
2016-08-24,16472.588
2016-08-25,16472.738
2016-08-26,16455.287
2016-08-29,16453.44
2016-08-30,16467.05
2016-08-31,16486.967
2016-09-01,16518.486
2016-09-02,16558.146
2016-09-05,16611.043
2016-09-06,16669.889
2016-09-07,16707.889
2016-09-08,16736.242
2016-09-09,16754.043
2016-09-12,16742.12
2016-09-13,16722.742
2016-09-14,16684.61
2016-09-15,16622.055
2016-09-16,16551.703
2016-09-20,16485.232
2016-09-21,16416.719
2016-09-23,16387.812
2016-09-26,16381.256
2016-09-27,16355.534
2016-09-28,16334.888
2016-09-29,16333.369
2016-09-30,16322.64
2016-10-03,16330.702
2016-10-04,16358.314
2016-10-05,16399.342
2016-10-06,16458.412
2016-10-07,16520.488
2016-10-11,16586.28
2016-10-12,16634.299
2016-10-13,16668.143
2016-10-14,16685.43
2016-10-17,16705.516
2016-10-18,16725.842
2016-10-19,16750.195
2016-10-20,16784.086
2016-10-21,16831.125
2016-10-24,16888.85
2016-10-25,16950.562
2016-10-26,17013.973
2016-10-27,17067.68
2016-10-28,17098.238
2016-10-31,17111.742
2016-11-01,17127.803
2016-11-02,17115.867
2016-11-04,17062.799
2016-11-07,17020.951
2016-11-08,17000.16
2016-11-09,16888.803
2016-11-10,16771.822
2016-11-11,16706.945
2016-11-14,16713.527
2016-11-15,16764.09
2016-11-16,16840.701
2016-11-17,16935.738
2016-11-18,17047.152
2016-11-21,17174.791
2016-11-22,17308.83
2016-11-24,17445.4
2016-11-25,17569.96
2016-11-28,17676.414
2016-11-29,17766.66
2016-11-30,17828.787
2016-12-01,17884.234
2016-12-02,17912.22
2016-12-05,17933.92
2016-12-06,17949.451
2016-12-07,17967.807
2016-12-08,17996.68
2016-12-09,18041.13
2016-12-12,18117.738
2016-12-13,18222.465
2016-12-14,18343.658
2016-12-15,18459.516
2016-12-16,18573.482
2016-12-19,18685.82
2016-12-20,18787.904
2016-12-21,18877.24
2016-12-22,18948.234
2016-12-26,19013.164
2016-12-27,19059.037
2016-12-28,19103.09
2016-12-29,19093.303
2016-12-30,19058.812
2017-01-04,19032.096
2017-01-05,19034.406
2017-01-06,19043.826
2017-01-10,19050.475
2017-01-11,19054.377
2017-01-12,19041.223
2017-01-13,19022.35
2017-01-16,18995.889
2017-01-17,18946.07
2017-01-18,18876.525
2017-01-19,18809.465
2017-01-20,18770.904
2017-01-23,18735.125
2017-01-24,18691.371
2017-01-25,18673.213
2017-01-26,18688.453
2017-01-27,18737.385
2017-01-30,18803.797
2017-01-31,18835.65
2017-02-01,18839.34
2017-02-02,18825.08
2017-02-03,18793.207
2017-02-06,18767.256
2017-02-07,18739.807
2017-02-08,18723.105
2017-02-09,18701.623
2017-02-10,18708.834
2017-02-13,18760.87
2017-02-14,18812.02
2017-02-15,18865.3
2017-02-16,18908.223
2017-02-17,18924.865
2017-02-20,18938.256
2017-02-21,18959.184
2017-02-22,18968.621
2017-02-23,18974.096
2017-02-24,18966.682
2017-02-27,18944.793
2017-02-28,18920.203
2017-03-01,18908.412
2017-03-02,18929.732
2017-03-03,18970.037
2017-03-06,19013.416
2017-03-07,19046.17
2017-03-08,19062.365
2017-03-09,19073.863
2017-03-10,19082.135
2017-03-13,19117.883
2017-03-14,19156.035
2017-03-15,19187.697
2017-03-16,19208.027
2017-03-17,19213.629
2017-03-21,19214.213
2017-03-22,19167.707
2017-03-23,19101.16
2017-03-24,19038.383
2017-03-27,18969.059
2017-03-28,18920.186
2017-03-29,18894.475
2017-03-30,18871.89
2017-03-31,18838.223
2017-04-03,18801.162
2017-04-04,18747.424
2017-04-05,18700.617
2017-04-06,18638.305
2017-04-07,18563.502
2017-04-10,18520.385
2017-04-11,18492.955
2017-04-12,18456.807
2017-04-13,18402.18
2017-04-14,18390.908
2017-04-17,18391.148
2017-04-18,18382.334
2017-04-19,18356.176
2017-04-20,18332.533
2017-04-21,18327.844
2017-04-24,18365.883
2017-04-25,18425.06
2017-04-26,18509.945
2017-04-27,18604.592
2017-04-28,18692.068
2017-05-01,18770.998
2017-05-02,18850.277
2017-05-08,18948.293
2017-05-09,19063.154
2017-05-10,19174.588
2017-05-11,19274.69
2017-05-12,19352.72
2017-05-15,19404.71
2017-05-16,19447.77
2017-05-17,19473.916
2017-05-18,19456.104
2017-05-19,19426.865
2017-05-22,19416.479
2017-05-23,19412.182
2017-05-24,19417.225
2017-05-25,19433.203
2017-05-26,19454.816
2017-05-29,19478.22
2017-05-30,19495.752
2017-05-31,19488.277
2017-06-01,19490.254
2017-06-02,19509.004
2017-06-05,19560.674
2017-06-06,19612.582
2017-06-07,19651.518
2017-06-08,19671.096
2017-06-09,19672.428
2017-06-12,19666.678
2017-06-13,19659.965
2017-06-14,19659.717
2017-06-15,19648.82
2017-06-16,19633.379
2017-06-19,19644.71
2017-06-20,19684.16
2017-06-21,19729.2
2017-06-22,19774.342
2017-06-23,19815.742
2017-06-26,19854.14
2017-06-27,19889.596
2017-06-28,19904.861
2017-06-29,19914.713
2017-06-30,19899.736
2017-07-03,19888.318
2017-07-04,19876.938
2017-07-05,19860.96
2017-07-06,19845.094
2017-07-07,19819.965
2017-07-10,19810.984
2017-07-11,19820.467
2017-07-12,19836.094
2017-07-13,19852.56
2017-07-18,19857.115
2017-07-19,19855.854
2017-07-20,19861.082
2017-07-21,19870.97
2017-07-24,19868.555
2017-07-25,19865.2
2017-07-26,19864.965
2017-07-27,19865.223
2017-07-28,19852.404
2017-07-31,19816.053
2017-08-01,19782.447
2017-08-02,19768.99
2017-08-03,19766.67
2017-08-04,19767.078
2017-08-07,19779.34
2017-08-08,19792.496
2017-08-09,19777.23
2017-08-10,19742.678
2017-08-11,19665.86
2017-08-14,19583.938
2017-08-15,19532.824
2017-08-16,19513.41
2017-08-17,19509.348
2017-08-18,19484.473
2017-08-21,19455.586
2017-08-22,19423.346
2017-08-23,19399.434
2017-08-24,19373.035
2017-08-25,19355.018
2017-08-28,19348.598
2017-08-29,19333.566
2017-08-30,19324.553
2017-08-31,19330.857
2017-09-01,19358.238
2017-09-04,19383.521
2017-09-05,19392.686
