,adjclose_1
2015-12-02,21439.174
2015-12-03,21458.46
2015-12-04,21430.885
2015-12-07,21409.26
2015-12-08,21374.29
2015-12-09,21308.238
2015-12-10,21206.02
2015-12-11,21090.596
2015-12-14,20955.219
2015-12-15,20810.15
2015-12-16,20700.271
2015-12-17,20663.414
2015-12-18,20643.248
2015-12-21,20598.912
2015-12-22,20555.568
2015-12-24,20522.213
2015-12-25,20486.207
2015-12-28,20464.53
2015-12-29,20460.473
2015-12-30,20482.305
2016-01-04,20460.455
2016-01-05,20395.262
2016-01-06,20298.03
2016-01-07,20151.074
2016-01-08,19959.61
2016-01-12,19728.398
2016-01-13,19534.92
2016-01-14,19333.305
2016-01-15,19160.455
2016-01-18,18972.953
2016-01-19,18808.121
2016-01-20,18636.281
2016-01-21,18418.197
2016-01-22,18252.916
2016-01-25,18187.33
2016-01-26,18144.06
2016-01-27,18151.877
2016-01-28,18188.658
2016-01-29,18216.754
2016-02-01,18307.168
2016-02-02,18427.13
2016-02-03,18491.031
2016-02-04,18487.146
2016-02-05,18409.771
2016-02-08,18324.547
2016-02-09,18180.408
2016-02-10,17947.98
2016-02-12,17596.6
2016-02-15,17311.367
2016-02-16,17127.172
2016-02-17,17010.613
2016-02-18,16977.654
2016-02-19,16974.336
2016-02-22,16998.732
2016-02-23,17047.35
2016-02-24,17078.58
2016-02-25,17116.088
2016-02-26,17184.938
2016-02-29,17249.295
2016-03-01,17288.043
2016-03-02,17369.531
2016-03-03,17484.06
2016-03-04,17623.188
2016-03-07,17766.584
2016-03-08,17870.71
2016-03-09,17930.637
2016-03-10,17991.438
2016-03-11,18025.633
2016-03-14,18106.121
2016-03-15,18195.775
2016-03-16,18268.043
2016-03-17,18319.887
2016-03-18,18328.045
2016-03-22,18342.033
2016-03-23,18372.705
2016-03-24,18386.72
2016-03-25,18399.586
2016-03-28,18426.703
2016-03-29,18454.5
2016-03-30,18467.807
2016-03-31,18454.844
2016-04-01,18371.793
2016-04-04,18236.24
2016-04-05,18055.906
2016-04-06,17854.934
2016-04-07,17668.39
2016-04-08,17498.205
2016-04-11,17364.09
2016-04-12,17271.688
2016-04-13,17257.814
2016-04-14,17338.35
2016-04-15,17475.11
2016-04-18,17576.604
2016-04-19,17688.205
2016-04-20,17821.02
2016-04-21,17977.846
2016-04-22,18125.916
2016-04-25,18282.188
