,adjclose_1
2015-12-02,17141.264
2015-12-03,17155.71
2015-12-04,17144.334
2015-12-07,17130.219
2015-12-08,17108.697
2015-12-09,17068.684
2015-12-10,17002.99
2015-12-11,16931.768
2015-12-14,16841.766
2015-12-15,16740.736
2015-12-16,16657.203
2015-12-17,16616.627
2015-12-18,16593.55
2015-12-21,16554.549
2015-12-22,16513.172
2015-12-24,16476.678
2015-12-25,16439.625
2015-12-28,16410.652
2015-12-29,16394.566
2015-12-30,16398.611
2016-01-04,16386.924
2016-01-05,16350.77
2016-01-06,16294.367
2016-01-07,16207.585
2016-01-08,16090.162
2016-01-12,15940.416
2016-01-13,15799.152
2016-01-14,15652.552
2016-01-15,15518.352
2016-01-18,15373.642
2016-01-19,15240.926
2016-01-20,15107.949
2016-01-21,14955.769
2016-01-22,14827.395
2016-01-25,14751.76
2016-01-26,14692.326
2016-01-27,14669.432
2016-01-28,14669.554
2016-01-29,14693.978
2016-02-01,14755.191
2016-02-02,14828.791
2016-02-03,14874.609
2016-02-04,14882.109
2016-02-05,14846.263
2016-02-08,14790.389
2016-02-09,14697.193
2016-02-10,14555.978
2016-02-12,14347.517
2016-02-15,14148.587
2016-02-16,13995.365
2016-02-17,13878.198
2016-02-18,13812.422
2016-02-19,13770.989
2016-02-22,13753.206
2016-02-23,13763.61
2016-02-24,13773.596
2016-02-25,13796.411
2016-02-26,13838.776
2016-02-29,13884.364
2016-03-01,13917.232
2016-03-02,13977.57
2016-03-03,14062.761
2016-03-04,14162.135
2016-03-07,14261.596
2016-03-08,14342.338
2016-03-09,14394.298
2016-03-10,14440.131
2016-03-11,14477.215
2016-03-14,14532.646
2016-03-15,14593.424
2016-03-16,14643.49
2016-03-17,14686.087
2016-03-18,14705.131
2016-03-22,14723.001
2016-03-23,14744.093
2016-03-24,14760.149
2016-03-25,14774.335
2016-03-28,14795.975
2016-03-29,14817.463
2016-03-30,14832.637
2016-03-31,14835.745
2016-04-01,14799.037
2016-04-04,14721.597
2016-04-05,14611.009
2016-04-06,14479.612
2016-04-07,14348.923
2016-04-08,14227.662
2016-04-11,14120.13
2016-04-12,14038.499
2016-04-13,14006.873
2016-04-14,14038.27
2016-04-15,14105.38
2016-04-18,14161.571
2016-04-19,14230.023
2016-04-20,14315.34
2016-04-21,14422.243
2016-04-22,14537.61
2016-04-25,14652.66
2016-04-26,14747.239
2016-04-27,14822.623
2016-04-28,14861.799
2016-05-02,14819.105
2016-05-06,14729.856
2016-05-09,14629.137
2016-05-10,14545.677
2016-05-11,14494.099
2016-05-12,14459.1455
2016-05-13,14440.022
2016-05-16,14423.446
2016-05-17,14421.666
2016-05-18,14430.456
2016-05-19,14448.67
2016-05-20,14468.502
2016-05-23,14485.814
2016-05-24,14496.985
2016-05-25,14519.571
2016-05-26,14552.937
2016-05-27,14589.796
2016-05-30,14638.007
2016-05-31,14696.008
2016-06-01,14745.696
2016-06-02,14763.196
2016-06-03,14757.847
2016-06-06,14730.669
2016-06-07,14704.906
2016-06-08,14689.974
2016-06-09,14679.427
2016-06-10,14664.817
2016-06-13,14619.444
2016-06-14,14544.256
2016-06-15,14453.956
2016-06-16,14346.238
2016-06-17,14235.391
2016-06-20,14149.379
2016-06-21,14092.441
2016-06-22,14062.33
2016-06-23,14057.829
2016-06-24,14026.977
2016-06-27,13953.183
2016-06-28,13860.19
2016-06-29,13783.659
2016-06-30,13732.692
2016-07-01,13704.173
2016-07-04,13692.692
2016-07-05,13693.4
2016-07-06,13681.183
2016-07-07,13658.65
2016-07-08,13626.548
2016-07-11,13614.414
2016-07-12,13644.702
2016-07-13,13709.055
2016-07-14,13788.365
2016-07-15,13880.284
2016-07-19,13983.553
2016-07-20,14086.786
2016-07-21,14194.997
2016-07-22,14285.097
2016-07-25,14362.229
2016-07-26,14412.073
2016-07-27,14453.308
2016-07-28,14478.824
2016-07-29,14485.341
2016-08-01,14480.188
2016-08-02,14464.499
2016-08-03,14426.508
2016-08-04,14379.205
2016-08-05,14338.372
2016-08-08,14324.584
2016-08-09,14337.897
2016-08-10,14369.007
2016-08-12,14420.128
2016-08-15,14479.668
2016-08-16,14531.689
2016-08-17,14571.938
2016-08-18,14594.635
2016-08-19,14602.677
2016-08-22,14605.719
2016-08-23,14603.133
2016-08-24,14601.557
2016-08-25,14601.091
2016-08-26,14591.501
2016-08-29,14595.164
2016-08-30,14607.357
2016-08-31,14632.727
2016-09-01,14663.444
2016-09-02,14694.606
2016-09-05,14734.574
2016-09-06,14775.133
2016-09-07,14806.984
2016-09-08,14829.418
2016-09-09,14846.456
2016-09-12,14841.61
2016-09-13,14827.564
2016-09-14,14803.31
2016-09-15,14763.009
2016-09-16,14718.589
2016-09-20,14674.057
2016-09-21,14641.51
2016-09-23,14623.799
2016-09-26,14608.101
2016-09-27,14589.319
2016-09-28,14566.166
2016-09-29,14556.09
2016-09-30,14541.383
2016-10-03,14535.037
2016-10-04,14542.642
2016-10-05,14564.773
2016-10-06,14601.266
2016-10-07,14640.366
2016-10-11,14686.462
2016-10-12,14724.194
2016-10-13,14752.611
