,adjclose_1
2015-12-02,17992.916
2015-12-03,18000.557
2015-12-04,17970.807
2015-12-07,17942.17
2015-12-08,17907.477
2015-12-09,17849.473
2015-12-10,17756.621
2015-12-11,17668.334
2015-12-14,17555.17
2015-12-15,17434.078
2015-12-16,17348.55
2015-12-17,17334.492
2015-12-18,17347.684
2015-12-21,17320.855
2015-12-22,17282.371
2015-12-24,17247.9
2015-12-25,17209.146
2015-12-28,17178.922
2015-12-29,17164.424
2015-12-30,17179.08
2016-01-04,17167.691
2016-01-05,17119.172
2016-01-06,17043.695
2016-01-07,16931.367
2016-01-08,16784.836
2016-01-12,16600.758
2016-01-13,16439.598
2016-01-14,16276.281
2016-01-15,16140.44
2016-01-18,15986.237
2016-01-19,15852.752
2016-01-20,15721.759
2016-01-21,15568.46
2016-01-22,15451.74
2016-01-25,15410.867
2016-01-26,15379.404
2016-01-27,15394.062
2016-01-28,15429.707
2016-01-29,15501.329
2016-02-01,15623.854
2016-02-02,15745.291
2016-02-03,15807.332
2016-02-04,15806.918
2016-02-05,15745.104
2016-02-08,15658.067
2016-02-09,15524.182
2016-02-10,15333.689
2016-02-12,15065.379
2016-02-15,14829.698
2016-02-16,14677.121
2016-02-17,14576.791
2016-02-18,14547.894
2016-02-19,14535.641
2016-02-22,14541.226
2016-02-23,14580.73
2016-02-24,14604.563
2016-02-25,14642.123
2016-02-26,14703.748
2016-02-29,14763.292
2016-03-01,14792.96
2016-03-02,14867.178
2016-03-03,14979.594
2016-03-04,15106.328
2016-03-07,15222.175
2016-03-08,15301.804
2016-03-09,15334.777
2016-03-10,15361.217
2016-03-11,15384.141
2016-03-14,15440.975
2016-03-15,15504.126
2016-03-16,15546.843
2016-03-17,15580.314
2016-03-18,15579.77
2016-03-22,15581.964
2016-03-23,15590.342
2016-03-24,15595.389
2016-03-25,15599.855
2016-03-28,15617.042
2016-03-29,15633.44
2016-03-30,15642.477
2016-03-31,15638.563
2016-04-01,15578.49
2016-04-04,15461.499
2016-04-05,15306.25
2016-04-06,15133.16
2016-04-07,14974.976
2016-04-08,14843.361
2016-04-11,14732.93
2016-04-12,14663.503
2016-04-13,14670.844
2016-04-14,14767.668
2016-04-15,14896.656
2016-04-18,14984.807
2016-04-19,15079.979
2016-04-20,15193.333
2016-04-21,15333.081
2016-04-22,15482.411
2016-04-25,15621.653
2016-04-26,15718.215
2016-04-27,15781.382
2016-04-28,15801.19
2016-05-02,15698.181
