,adjclose_1
2018-11-06,21793.82
2018-11-07,21803.648
2018-11-08,21837.338
2018-11-09,21880.164
2018-11-12,21920.176
2018-11-13,21935.51
2018-11-14,21938.484
2018-11-15,21931.604
2018-11-16,21913.191
2018-11-19,21890.158
2018-11-20,21858.11
2018-11-21,21813.969
2018-11-26,21778.031
2018-11-27,21759.053
2018-11-28,21760.164
2018-11-29,21784.408
2018-11-30,21819.514
2018-12-03,21876.15
2018-12-04,21928.992
2018-12-05,21956.902
2018-12-06,21955.348
2018-12-07,21936.295
2018-12-10,21890.584
2018-12-11,21825.146
2018-12-12,21762.55
2018-12-13,21719.418
2018-12-14,21679.744
2018-12-17,21643.605
2018-12-18,21598.66
2018-12-19,21542.537
2018-12-20,21460.785
2018-12-25,21323.158
2018-12-26,21138.08
2018-12-27,20960.379
2019-01-04,20781.168
2019-01-07,20632.992
2019-01-08,20520.889
2019-01-09,20447.56
2019-01-10,20395.148
2019-01-11,20363.168
2019-01-15,20349.043
2019-01-16,20351.084
2019-01-17,20362.957
2019-01-18,20384.732
2019-01-21,20421.559
2019-01-22,20462.52
2019-01-23,20500.775
2019-01-24,20529.637
2019-01-25,20558.963
2019-01-28,20587.951
2019-01-29,20609.586
2019-01-30,20627.002
2019-01-31,20648.266
2019-02-01,20672.344
2019-02-04,20700.477
2019-02-05,20731.29
2019-02-06,20762.28
2019-02-07,20785.598
2019-02-08,20786.848
2019-02-12,20783.418
2019-02-13,20796.89
2019-02-14,20824.965
2019-02-15,20852.486
2019-02-18,20890.43
2019-02-19,20935.42
2019-02-20,20987.264
2019-02-21,21042.566
2019-02-22,21096.785
2019-02-25,21153.527
2019-02-26,21207.197
2019-02-27,21256.611
2019-02-28,21297.674
2019-03-01,21336.154
2019-03-04,21382.156
2019-03-05,21427.531
2019-03-06,21465.818
2019-03-07,21488.527
2019-03-08,21487.291
2019-03-11,21468.297
2019-03-12,21453.254
2019-03-13,21438.328
2019-03-14,21426.281
2019-03-15,21417.29
2019-03-18,21418.953
2019-03-19,21425.262
2019-03-20,21435.385
2019-03-22,21450.338
2019-03-25,21444.984
2019-03-26,21432.898
2019-03-27,21420.738
2019-03-28,21398.457
2019-03-29,21375.53
2019-04-01,21366.676
2019-04-02,21372.227
2019-04-03,21387.12
2019-04-04,21412.406
2019-04-05,21445.32
2019-04-08,21483.748
2019-04-09,21521.031
2019-04-10,21549.504
2019-04-11,21572.537
2019-04-12,21596.477
2019-04-15,21634.697
2019-04-16,21682.639
2019-04-17,21737.191
2019-04-18,21791.088
2019-04-19,21846.633
2019-04-22,21895.395
2019-04-23,21938.582
2019-04-24,21977.162
2019-04-25,22011.031
2019-04-26,22037.418
2019-05-07,22050.453
2019-05-08,22035.34
2019-05-09,21994.668
2019-05-10,21936.79
2019-05-13,21863.703
2019-05-14,21771.625
2019-05-15,21679.377
2019-05-16,21590.44
2019-05-17,21517.07
2019-05-20,21460.816
2019-05-21,21414.125
2019-05-22,21380.195
2019-05-23,21348.404
2019-05-24,21313.791
2019-05-27,21286.242
2019-05-28,21263.398
2019-05-29,21238.203
2019-05-30,21207.615
2019-05-31,21164.863
2019-06-03,21102.691
2019-06-04,21031.227
2019-06-05,20971.297
2019-06-06,20925.883
2019-06-07,20896.576
2019-06-10,20889.752
2019-06-11,20900.293
2019-06-12,20921.78
2019-06-13,20943.018
2019-06-14,20964.723
2019-06-17,20988.328
2019-06-18,21008.283
2019-06-19,21034.678
2019-06-20,21071.902
2019-06-21,21109.51
2019-06-24,21143.963
2019-06-25,21171.07
2019-06-26,21186.246
2019-06-27,21198.795
2019-06-28,21210.81
2019-07-01,21238.5
2019-07-02,21280.12
2019-07-03,21325.002
2019-07-04,21373.498
2019-07-05,21420.707
2019-07-08,21459.3
2019-07-09,21490.016
2019-07-10,21511.264
2019-07-11,21528.604
2019-07-12,21546.371
2019-07-16,21559.484
2019-07-17,21562.82
2019-07-18,21546.979
2019-07-19,21525.334
2019-07-22,21505.504
2019-07-23,21494.096
2019-07-24,21496.41
2019-07-25,21510.047
2019-07-26,21526.43
2019-07-29,21540.994
2019-07-30,21557.762
2019-07-31,21566.158
2019-08-01,21565.113
2019-08-02,21542.979
2019-08-05,21493.467
2019-08-06,21411.691
2019-08-07,21317.639
2019-08-08,21223.156
2019-08-09,21139.916
2019-08-13,21055.516
2019-08-14,20984.256
2019-08-15,20910.908
2019-08-16,20842.006
2019-08-19,20788.158
2019-08-20,20749.766
2019-08-21,20719.727
2019-08-22,20701.148
2019-08-23,20690.738
2019-08-26,20668.426
2019-08-27,20648.604
2019-08-28,20632.07
2019-08-29,20617.494
2019-08-30,20613.69
2019-09-02,20617.537
2019-09-03,20627.035
2019-09-04,20635.697
2019-09-05,20657.705
2019-09-06,20699.738
2019-09-09,20756.893
2019-09-10,20824.164
2019-09-11,20900.879
2019-09-12,20991.953
2019-09-13,21093.574
2019-09-17,21201.121
2019-09-18,21307.525
2019-09-19,21411.326
2019-09-20,21508.63
2019-09-24,21597.613
2019-09-25,21670.932
2019-09-26,21733.543
2019-09-27,21777.523
2019-09-30,21802.047
2019-10-01,21817.61
2019-10-02,21821.941
2019-10-03,21801.635
2019-10-04,21765.63
2019-10-07,21723.963
2019-10-08,21686.037
2019-10-09,21647.666
2019-10-10,21613.54
2019-10-11,21595.72
2019-10-15,21606.299
2019-10-16,21651.516
2019-10-17,21717.436
2019-10-18,21795.955
2019-10-21,21879.541
2019-10-23,21962.232
2019-10-24,22047.426
2019-10-25,22131.566
2019-10-28,22215.012
2019-10-29,22296.637
2019-10-30,22369.096
2019-10-31,22435.336
2019-11-01,22488.54
2019-11-05,22545.303
2019-11-06,22609.402
2019-11-07,22674.67
2019-11-08,22742.67
2019-11-11,22808.63
2019-11-12,22870.553
2019-11-13,22924.154
2019-11-14,22962.229
2019-11-15,22989.236
2019-11-18,23013.578
2019-11-19,23033.174
2019-11-20,23042.8
2019-11-21,23036.793
2019-11-22,23026.46
2019-11-25,23022.35
2019-11-26,23026.691
2019-11-27,23040.66
2019-11-28,23058.693
2019-11-29,23076.139
2019-12-02,23095.643
2019-12-03,23107.775
2019-12-04,23108.002
2019-12-05,23106.791
2019-12-06,23108.092
2019-12-09,23115.414
2019-12-10,23123.492
2019-12-11,23131.156
2019-12-12,23139.934
2019-12-13,23166.057
2019-12-16,23210.996
2019-12-17,23267.385
2019-12-18,23325.22
2019-12-19,23377.527
2019-12-20,23420.016
2019-12-23,23456.768
2019-12-24,23485.943
2019-12-25,23507.557
2019-12-26,23524.67
2019-12-27,23539.99
2019-12-30,23546.303
2020-01-06,23525.281
2020-01-07,23495.834
2020-01-08,23450.264
2020-01-09,23417.197
2020-01-10,23403.084
2020-01-14,23408.951
2020-01-15,23425.498
2020-01-16,23448.408
2020-01-17,23479.125
2020-01-20,23515.379
2020-01-21,23547.578
2020-01-22,23573.62
2020-01-23,23589.72
2020-01-24,23598.533
2020-01-27,23583.0
2020-01-28,23542.914
2020-01-29,23495.31
2020-01-30,23436.064
2020-01-31,23376.688
2020-02-03,23307.492
2020-02-04,23238.248
2020-02-05,23186.87
2020-02-06,23168.213
2020-02-07,23178.156
2020-02-10,23198.822
2020-02-12,23227.959
2020-02-13,23264.252
2020-02-14,23296.047
2020-02-17,23315.123
2020-02-18,23315.46
2020-02-19,23306.215
2020-02-20,23301.488
2020-02-21,23294.232
2020-02-25,23252.1
2020-02-26,23173.965
2020-02-27,23064.086
2020-02-28,22901.904
2020-03-02,22710.121
2020-03-03,22518.57
2020-03-04,22321.871
2020-03-05,22144.486
2020-03-06,21966.82
2020-03-09,21755.4
2020-03-10,21514.375
2020-03-11,21271.193
2020-03-12,20997.83
2020-03-13,20662.047
2020-03-16,20292.947
2020-03-17,19897.58
2020-03-18,19508.828
2020-03-19,19131.555
2020-03-23,18781.44
2020-03-24,18508.168
2020-03-25,18360.738
2020-03-26,18301.799
2020-03-27,18312.33
2020-03-30,18358.166
2020-03-31,18430.19
2020-04-01,18483.852
2020-04-02,18499.768
2020-04-03,18488.209
2020-04-06,18474.625
2020-04-07,18490.465
2020-04-08,18538.213
2020-04-09,18614.305
2020-04-10,18709.693
2020-04-13,18803.387
2020-04-14,18899.08
2020-04-15,18998.36
2020-04-16,19083.605
2020-04-17,19175.055
2020-04-20,19265.996
2020-04-21,19336.605
2020-04-22,19376.348
2020-04-23,19406.59
2020-04-24,19425.86
2020-04-27,19452.666
2020-04-28,19490.781
2020-04-30,19551.951
2020-05-01,19610.254
2020-05-07,19653.629
2020-05-08,19705.742
2020-05-11,19776.66
2020-05-12,19856.945
2020-05-13,19930.334
2020-05-14,19988.383
2020-05-15,20033.875
2020-05-18,20071.35
2020-05-19,20118.03
2020-05-20,20173.033
2020-05-21,20234.246
2020-05-22,20289.643
2020-05-25,20347.977
2020-05-26,20422.492
2020-05-27,20512.93
2020-05-28,20628.234
2020-05-29,20757.648
2020-06-01,20903.012
2020-06-02,21059.656
2020-06-03,21231.162
2020-06-04,21409.123
2020-06-05,21581.7
2020-06-08,21757.285
2020-06-09,21926.455
2020-06-10,22081.17
2020-06-11,22201.307
2020-06-12,22268.219
2020-06-15,22288.15
2020-06-16,22290.076
2020-06-17,22291.74
2020-06-18,22287.797
2020-06-19,22284.5
2020-06-22,22283.943
