,adjclose_1
2015-12-02,18403.084
2015-12-03,18422.271
2015-12-04,18397.49
2015-12-07,18382.766
2015-12-08,18356.814
2015-12-09,18298.97
2015-12-10,18207.129
2015-12-11,18091.793
2015-12-14,17956.307
2015-12-15,17814.234
2015-12-16,17703.316
2015-12-17,17660.363
2015-12-18,17624.057
2015-12-21,17563.717
2015-12-22,17512.277
2015-12-24,17481.04
2015-12-25,17455.414
2015-12-28,17452.508
2015-12-29,17473.307
2015-12-30,17522.943
2016-01-04,17525.25
2016-01-05,17477.172
2016-01-06,17390.723
2016-01-07,17246.846
2016-01-08,17045.783
2016-01-12,16802.459
2016-01-13,16597.068
2016-01-14,16387.697
2016-01-15,16211.334
2016-01-18,16025.831
2016-01-19,15867.763
2016-01-20,15708.55
2016-01-21,15495.696
2016-01-22,15322.919
2016-01-25,15253.71
2016-01-26,15218.437
2016-01-27,15236.203
2016-01-28,15288.263
2016-01-29,15301.643
2016-02-01,15354.281
2016-02-02,15434.148
2016-02-03,15463.033
2016-02-04,15425.848
2016-02-05,15314.994
2016-02-08,15203.531
2016-02-09,15050.2295
2016-02-10,14810.644
2016-02-12,14443.907
2016-02-15,14137.069
2016-02-16,13942.804
2016-02-17,13835.802
2016-02-18,13826.818
2016-02-19,13865.266
2016-02-22,13943.425
2016-02-23,14049.729
2016-02-24,14137.942
2016-02-25,14222.374
2016-02-26,14330.991
2016-02-29,14427.333
2016-03-01,14490.884
2016-03-02,14580.34
2016-03-03,14685.122
2016-03-04,14805.239
2016-03-07,14931.656
2016-03-08,15020.03
2016-03-09,15069.128
2016-03-10,15127.321
2016-03-11,15153.481
2016-03-14,15228.508
2016-03-15,15319.363
2016-03-16,15401.345
2016-03-17,15464.724
2016-03-18,15484.14
2016-03-22,15507.322
2016-03-23,15553.736
2016-03-24,15583.572
2016-03-25,15610.661
2016-03-28,15650.538
2016-03-29,15690.635
2016-03-30,15715.898
2016-03-31,15708.298
2016-04-01,15624.511
2016-04-04,15486.013
2016-04-05,15305.496
2016-04-06,15106.507
2016-04-07,14924.85
2016-04-08,14754.842
2016-04-11,14627.677
2016-04-12,14543.745
2016-04-13,14532.938
2016-04-14,14605.046
2016-04-15,14734.286
2016-04-18,14836.726
2016-04-19,14946.115
2016-04-20,15076.57
2016-04-21,15222.133
2016-04-22,15338.533
2016-04-25,15460.216
2016-04-26,15556.12
2016-04-27,15638.28
2016-04-28,15640.376
2016-05-02,15523.212
2016-05-06,15365.034
2016-05-09,15228.792
2016-05-10,15122.531
2016-05-11,15080.809
2016-05-12,15066.485
2016-05-13,15064.156
2016-05-16,15071.628
2016-05-17,15106.577
2016-05-18,15135.907
2016-05-19,15176.766
2016-05-20,15219.695
2016-05-23,15261.444
2016-05-24,15297.367
2016-05-25,15353.154
2016-05-26,15418.238
2016-05-27,15485.578
2016-05-30,15569.46
2016-05-31,15639.779
2016-06-01,15692.022
2016-06-02,15688.025
2016-06-03,15663.496
2016-06-06,15609.136
2016-06-07,15571.402
2016-06-08,15557.285
2016-06-09,15552.084
2016-06-10,15522.724
2016-06-13,15449.97
2016-06-14,15333.686
2016-06-15,15197.147
2016-06-16,15035.73
2016-06-17,14867.223
2016-06-20,14755.386
2016-06-21,14701.156
2016-06-22,14698.609
2016-06-23,14735.472
2016-06-24,14668.165
2016-06-27,14533.496
2016-06-28,14369.61
2016-06-29,14256.963
2016-06-30,14200.279
2016-07-01,14196.941
2016-07-04,14228.567
2016-07-05,14279.692
2016-07-06,14282.449
2016-07-07,14267.262
2016-07-08,14236.32
2016-07-11,14229.981
2016-07-12,14267.451
2016-07-13,14338.962
2016-07-14,14443.147
2016-07-15,14555.491
2016-07-19,14695.043
2016-07-20,14842.086
2016-07-21,14993.931
2016-07-22,15125.995
2016-07-25,15241.484
2016-07-26,15303.445
2016-07-27,15335.708
2016-07-28,15350.152
2016-07-29,15291.757
2016-08-01,15225.008
2016-08-02,15174.282
2016-08-03,15099.899
2016-08-04,15017.785
2016-08-05,14968.1045
2016-08-08,14966.766
2016-08-09,15014.064
2016-08-10,15093.602
2016-08-12,15199.123
2016-08-15,15324.14
2016-08-16,15425.188
2016-08-17,15491.47
2016-08-18,15517.351
2016-08-19,15517.103
2016-08-22,15521.135
2016-08-23,15518.701
2016-08-24,15526.115
2016-08-25,15538.532
2016-08-26,15532.226
2016-08-29,15540.003
2016-08-30,15560.811
2016-08-31,15581.191
2016-09-01,15605.799
2016-09-02,15635.897
2016-09-05,15679.808
2016-09-06,15731.02
2016-09-07,15760.751
2016-09-08,15782.549
2016-09-09,15795.805
2016-09-12,15780.067
2016-09-13,15761.877
2016-09-14,15727.393
2016-09-15,15668.426
2016-09-16,15600.832
2016-09-20,15536.189
2016-09-21,15461.712
2016-09-23,15422.7
2016-09-26,15409.285
2016-09-27,15375.592
2016-09-28,15349.908
2016-09-29,15348.88
2016-09-30,15339.968
2016-10-03,15354.524
2016-10-04,15393.341
2016-10-05,15446.291
2016-10-06,15515.762
2016-10-07,15586.1
2016-10-11,15657.9375
2016-10-12,15707.614
2016-10-13,15741.053
2016-10-14,15756.669
2016-10-17,15777.865
2016-10-18,15801.894
2016-10-19,15831.464
2016-10-20,15869.643
2016-10-21,15919.266
2016-10-24,15979.3
2016-10-25,16042.969
2016-10-26,16107.484
2016-10-27,16160.779
2016-10-28,16182.873
2016-10-31,16177.888
2016-11-01,16173.794
2016-11-02,16142.782
2016-11-04,16072.459
2016-11-07,16021.972
2016-11-08,16002.772
2016-11-09,15880.284
2016-11-10,15732.915
2016-11-11,15631.338
2016-11-14,15603.997
2016-11-15,15629.588
2016-11-16,15686.227
2016-11-17,15766.009
2016-11-18,15869.058
2016-11-21,15995.884
2016-11-22,16137.555
2016-11-24,16286.045
2016-11-25,16419.367
2016-11-28,16530.383
2016-11-29,16625.275
2016-11-30,16690.379
2016-12-01,16743.412
2016-12-02,16759.82
2016-12-05,16769.965
2016-12-06,16779.027
2016-12-07,16795.08
2016-12-08,16822.152
2016-12-09,16858.764
2016-12-12,16922.246
2016-12-13,17014.86
2016-12-14,17131.852
2016-12-15,17249.102
2016-12-16,17367.662
2016-12-19,17490.014
2016-12-20,17607.191
2016-12-21,17713.191
2016-12-22,17800.152
2016-12-26,17884.14
2016-12-27,17949.873
2016-12-28,18015.771
2016-12-29,18019.736
2016-12-30,17990.598
2017-01-04,17963.898
2017-01-05,17963.13
2017-01-06,17968.6
2017-01-10,17973.334
2017-01-11,17977.742
2017-01-12,17966.842
2017-01-13,17951.53
2017-01-16,17929.87
2017-01-17,17884.598
2017-01-18,17819.08
2017-01-19,17752.879
2017-01-20,17712.664
2017-01-23,17674.791
2017-01-24,17628.81
2017-01-25,17611.578
2017-01-26,17628.02
2017-01-27,17676.734
2017-01-30,17744.24
2017-01-31,17775.527
2017-02-01,17776.172
2017-02-02,17758.93
2017-02-03,17722.957
2017-02-06,17695.406
2017-02-07,17670.12
2017-02-08,17661.316
2017-02-09,17648.188
2017-02-10,17660.799
2017-02-13,17716.543
2017-02-14,17766.71
2017-02-15,17813.965
2017-02-16,17847.848
2017-02-17,17852.89
2017-02-20,17859.494
2017-02-21,17882.441
2017-02-22,17894.574
2017-02-23,17899.076
2017-02-24,17886.285
2017-02-27,17858.44
2017-02-28,17830.555
2017-03-01,17818.154
2017-03-02,17840.627
2017-03-03,17883.318
2017-03-06,17933.46
2017-03-07,17977.084
2017-03-08,18005.814
2017-03-09,18030.537
2017-03-10,18046.125
2017-03-13,18086.59
2017-03-14,18127.473
2017-03-15,18158.75
2017-03-16,18176.195
2017-03-17,18176.014
2017-03-21,18171.826
2017-03-22,18119.305
2017-03-23,18047.666
2017-03-24,17982.414
2017-03-27,17912.172
2017-03-28,17865.629
2017-03-29,17844.527
2017-03-30,17826.025
2017-03-31,17792.506
2017-04-03,17751.729
2017-04-04,17691.465
2017-04-05,17639.541
2017-04-06,17573.607
2017-04-07,17493.8
2017-04-10,17449.326
2017-04-11,17426.303
2017-04-12,17397.396
2017-04-13,17349.586
2017-04-14,17359.941
2017-04-17,17399.285
2017-04-18,17432.822
2017-04-19,17435.795
2017-04-20,17426.549
2017-04-21,17425.324
2017-04-24,17462.191
2017-04-25,17514.81
2017-04-26,17588.188
2017-04-27,17667.408
2017-04-28,17738.121
2017-05-01,17801.744
2017-05-02,17869.422
2017-05-08,17956.361
2017-05-09,18059.244
2017-05-10,18157.578
2017-05-11,18243.379
2017-05-12,18306.123
2017-05-15,18343.16
2017-05-16,18374.857
2017-05-17,18393.104
2017-05-18,18368.336
2017-05-19,18336.18
2017-05-22,18332.5
2017-05-23,18343.26
2017-05-24,18366.842
2017-05-25,18400.492
2017-05-26,18438.756
2017-05-29,18479.1
2017-05-30,18513.986
2017-05-31,18517.102
2017-06-01,18523.354
2017-06-02,18538.37
2017-06-05,18582.32
2017-06-06,18626.195
2017-06-07,18657.865
2017-06-08,18670.2
2017-06-09,18660.363
2017-06-12,18642.938
2017-06-13,18629.06
2017-06-14,18628.707
2017-06-15,18620.67
2017-06-16,18606.623
2017-06-19,18621.607
2017-06-20,18668.34
2017-06-21,18720.566
2017-06-22,18772.973
2017-06-23,18822.611
2017-06-26,18870.334
2017-06-27,18914.713
2017-06-28,18933.303
2017-06-29,18940.572
2017-06-30,18916.98
2017-07-03,18898.684
2017-07-04,18884.482
2017-07-05,18867.617
2017-07-06,18853.355
2017-07-07,18830.793
2017-07-10,18827.58
2017-07-11,18845.414
2017-07-12,18870.352
2017-07-13,18894.812
2017-07-18,18903.906
2017-07-19,18905.416
2017-07-20,18914.133
2017-07-21,18928.244
2017-07-24,18929.367
2017-07-25,18930.633
2017-07-26,18935.621
2017-07-27,18938.838
2017-07-28,18924.357
2017-07-31,18877.66
2017-08-01,18829.46
2017-08-02,18804.186
2017-08-03,18794.775
2017-08-04,18793.43
2017-08-07,18810.139
2017-08-08,18830.887
2017-08-09,18820.59
2017-08-10,18786.86
2017-08-11,18721.559
2017-08-14,18653.152
2017-08-15,18616.184
2017-08-16,18610.15
2017-08-17,18617.342
2017-08-18,18597.004
2017-08-21,18569.44
2017-08-22,18537.996
2017-08-23,18516.117
2017-08-24,18490.959
2017-08-25,18474.97
2017-08-28,18471.965
2017-08-29,18459.15
2017-08-30,18450.64
2017-08-31,18454.164
2017-09-01,18477.643
2017-09-04,18499.094
2017-09-05,18505.172
2017-09-06,18482.934
2017-09-07,18461.453
2017-09-08,18418.064
2017-09-11,18398.955
2017-09-12,18416.791
2017-09-13,18465.326
2017-09-14,18517.82
2017-09-19,18589.596
2017-09-20,18678.797
2017-09-21,18769.586
2017-09-22,18852.555
2017-09-25,18935.53
2017-09-26,18997.922
2017-09-27,19048.992
2017-09-28,19093.47
2017-09-29,19125.547
2017-10-02,19162.418
2017-10-03,19211.201
2017-10-04,19272.184
2017-10-05,19340.29
2017-10-10,19407.21
2017-10-11,19474.178
2017-10-12,19544.543
2017-10-13,19604.086
2017-10-16,19670.791
2017-10-17,19744.46
2017-10-18,19825.766
2017-10-19,19906.27
2017-10-20,19974.506
2017-10-23,20054.28
2017-10-24,20134.215
2017-10-25,20196.705
2017-10-26,20250.184
2017-10-27,20297.168
2017-10-30,20333.803
2017-10-31,20364.531
2017-11-01,20417.922
2017-11-02,20501.43
2017-11-03,20640.3
2017-11-06,20757.818
2017-11-07,20864.188
2017-11-08,20968.584
2017-11-09,21039.904
2017-11-10,21072.23
2017-11-13,21082.146
