,adjclose_1
2015-12-02,23810.812
2015-12-03,23825.234
2015-12-04,23795.805
2015-12-07,23762.82
2015-12-08,23719.158
2015-12-09,23645.387
2015-12-10,23528.555
2015-12-11,23409.82
2015-12-14,23266.19
2015-12-15,23114.166
2015-12-16,22997.936
2015-12-17,22963.238
2015-12-18,22969.691
2015-12-21,22945.426
2015-12-22,22912.879
2015-12-24,22883.764
2015-12-25,22842.756
2015-12-28,22802.662
2015-12-29,22770.59
2015-12-30,22763.482
2016-01-04,22726.777
2016-01-05,22647.805
2016-01-06,22540.928
2016-01-07,22394.63
2016-01-08,22209.004
2016-01-12,21985.357
2016-01-13,21786.156
2016-01-14,21585.084
2016-01-15,21415.22
2016-01-18,21223.11
2016-01-19,21048.836
2016-01-20,20877.889
2016-01-21,20680.125
2016-01-22,20523.35
2016-01-25,20458.646
2016-01-26,20409.96
2016-01-27,20410.438
2016-01-28,20436.56
2016-01-29,20502.37
2016-02-01,20644.496
2016-02-02,20811.357
2016-02-03,20928.99
2016-02-04,20979.129
2016-02-05,20956.752
2016-02-08,20899.352
2016-02-09,20781.479
2016-02-10,20585.871
2016-02-12,20290.13
2016-02-15,20021.244
2016-02-16,19837.285
2016-02-17,19709.06
2016-02-18,19652.639
2016-02-19,19611.533
2016-02-22,19580.875
2016-02-23,19579.299
2016-02-24,19556.607
2016-02-25,19545.713
2016-02-26,19566.451
2016-02-29,19592.475
2016-03-01,19592.293
2016-03-02,19643.727
2016-03-03,19747.066
2016-03-04,19884.355
2016-03-07,20026.834
2016-03-08,20138.26
2016-03-09,20199.941
2016-03-10,20250.275
2016-03-11,20285.855
2016-03-14,20358.22
2016-03-15,20438.523
2016-03-16,20493.717
2016-03-17,20534.113
2016-03-18,20533.482
2016-03-22,20531.6
2016-03-23,20534.201
2016-03-24,20527.084
2016-03-25,20516.494
2016-03-28,20519.889
2016-03-29,20522.203
2016-03-30,20517.518
2016-03-31,20500.066
2016-04-01,20427.21
2016-04-04,20291.807
