,adjclose_1
2015-12-02,19739.46
2015-12-03,19756.566
2015-12-04,19747.053
2015-12-07,19730.178
2015-12-08,19703.969
2015-12-09,19657.906
2015-12-10,19582.312
2015-12-11,19500.576
2015-12-14,19398.525
2015-12-15,19284.486
2015-12-16,19186.89
2015-12-17,19136.475
2015-12-18,19115.701
2015-12-21,19082.62
2015-12-22,19044.943
2015-12-24,19008.762
2015-12-25,18967.432
2015-12-28,18927.648
2015-12-29,18895.17
2015-12-30,18881.328
2016-01-04,18856.082
2016-01-05,18807.814
2016-01-06,18739.66
2016-01-07,18643.525
2016-01-08,18517.564
2016-01-12,18358.785
2016-01-13,18202.414
2016-01-14,18039.705
2016-01-15,17889.893
2016-01-18,17727.39
2016-01-19,17573.814
2016-01-20,17422.195
2016-01-21,17257.14
2016-01-22,17113.482
2016-01-25,17022.826
2016-01-26,16950.113
2016-01-27,16914.803
2016-01-28,16904.623
2016-01-29,16932.69
2016-02-01,17012.889
2016-02-02,17114.4
2016-02-03,17193.533
2016-02-04,17233.908
2016-02-05,17226.93
2016-02-08,17187.107
2016-02-09,17101.525
2016-02-10,16961.906
2016-02-12,16753.47
2016-02-15,16539.523
2016-02-16,16363.176
2016-02-17,16218.889
2016-02-18,16123.626
2016-02-19,16050.262
2016-02-22,15996.232
2016-02-23,15972.293
2016-02-24,15949.814
2016-02-25,15943.557
2016-02-26,15961.562
2016-02-29,15989.759
2016-03-01,16008.347
2016-03-02,16058.849
2016-03-03,16144.964
2016-03-04,16255.467
2016-03-07,16372.092
2016-03-08,16473.455
2016-03-09,16544.148
2016-03-10,16601.877
2016-03-11,16649.393
2016-03-14,16712.31
2016-03-15,16779.28
2016-03-16,16832.465
2016-03-17,16876.6
2016-03-18,16896.14
2016-03-22,16910.564
2016-03-23,16923.75
2016-03-24,16931.756
2016-03-25,16937.027
2016-03-28,16949.414
2016-03-29,16962.045
2016-03-30,16971.07
2016-03-31,16972.654
2016-04-01,16939.348
2016-04-04,16861.996
2016-04-05,16746.996
2016-04-06,16604.75
2016-04-07,16457.334
2016-04-08,16318.084
2016-04-11,16190.397
2016-04-12,16088.952
2016-04-13,16042.271
2016-04-14,16068.822
2016-04-15,16140.202
2016-04-18,16207.3955
2016-04-19,16288.036
2016-04-20,16388.254
2016-04-21,16513.887
2016-04-22,16657.672
2016-04-25,16806.707
2016-04-26,16934.617
2016-04-27,17037.488
2016-04-28,17106.012
2016-05-02,17084.604
2016-05-06,16999.885
2016-05-09,16885.594
2016-05-10,16778.729
2016-05-11,16701.336
2016-05-12,16640.314
2016-05-13,16601.771
2016-05-16,16567.945
2016-05-17,16548.729
2016-05-18,16545.746
2016-05-19,16557.152
2016-05-20,16571.725
2016-05-23,16583.283
2016-05-24,16587.8
2016-05-25,16602.36
2016-05-26,16629.629
2016-05-27,16661.693
2016-05-30,16705.213
2016-05-31,16764.879
2016-06-01,16822.34
2016-06-02,16851.043
2016-06-03,16852.56
2016-06-06,16826.611
2016-06-07,16796.734
2016-06-08,16774.42
2016-06-09,16756.686
2016-06-10,16739.002
2016-06-13,16691.816
2016-06-14,16612.049
2016-06-15,16513.092
2016-06-16,16396.05
2016-06-17,16275.962
2016-06-20,16178.379
2016-06-21,16107.833
2016-06-22,16065.113
2016-06-23,16049.307
2016-06-24,16025.311
2016-06-27,15959.667
2016-06-28,15871.192
2016-06-29,15793.938
2016-06-30,15740.308
2016-07-01,15705.627
2016-07-04,15683.306
2016-07-05,15670.711
2016-07-06,15647.381
2016-07-07,15613.571
2016-07-08,15569.579
2016-07-11,15544.834
2016-07-12,15571.345
2016-07-13,15645.746
2016-07-14,15741.21
2016-07-15,15855.799
2016-07-19,15982.565
2016-07-20,16107.392
2016-07-21,16235.816
2016-07-22,16340.933
2016-07-25,16426.613
2016-07-26,16481.074
2016-07-27,16525.625
2016-07-28,16552.771
2016-07-29,16567.242
2016-08-01,16572.412
2016-08-02,16564.924
2016-08-03,16532.627
2016-08-04,16486.418
2016-08-05,16441.854
2016-08-08,16421.559
