,adjclose_1
2018-10-10,24227.502
2018-10-11,23962.814
2018-10-12,23641.035
2018-10-15,23283.588
2018-10-16,23034.387
2018-10-17,22817.129
2018-10-18,22820.97
2018-10-19,22856.633
2018-10-22,22899.652
2018-10-23,22886.691
2018-10-24,22738.541
2018-10-25,22517.508
2018-10-26,22300.977
2018-10-29,22022.727
2018-10-30,21797.623
2018-10-31,21645.012
2018-11-01,21684.662
2018-11-02,21816.06
2018-11-05,21958.273
2018-11-06,22158.863
2018-11-07,22262.713
2018-11-08,22399.908
2018-11-09,22495.75
2018-11-12,22583.334
2018-11-13,22529.217
2018-11-14,22481.457
2018-11-15,22338.676
2018-11-16,22210.506
2018-11-19,22107.924
2018-11-20,22100.744
2018-11-21,22031.225
2018-11-26,21956.867
2018-11-27,21955.07
2018-11-28,21995.893
2018-11-29,22132.445
2018-11-30,22330.238
2018-12-03,22495.234
2018-12-04,22597.973
2018-12-05,22601.783
2018-12-06,22483.26
2018-12-07,22355.125
2018-12-10,22080.787
2018-12-11,21855.27
2018-12-12,21741.758
2018-12-13,21732.59
2018-12-14,21709.926
2018-12-17,21772.195
2018-12-18,21820.908
2018-12-19,21759.16
2018-12-20,21544.746
2018-12-25,21255.98
2018-12-26,20834.871
2018-12-27,20482.105
2019-01-04,20146.465
2019-01-07,19980.459
2019-01-08,20064.467
2019-01-09,20286.152
2019-01-10,20374.273
2019-01-11,20564.174
2019-01-15,20638.258
2019-01-16,20690.02
2019-01-17,20701.201
2019-01-18,20772.375
2019-01-21,20851.893
2019-01-22,20927.342
2019-01-23,20978.666
2019-01-24,21017.203
2019-01-25,21038.748
2019-01-28,21015.844
2019-01-29,21004.137
2019-01-30,20985.139
2019-01-31,21016.754
2019-02-01,21026.514
2019-02-04,21047.537
2019-02-05,21111.488
2019-02-06,21176.172
2019-02-07,21191.74
2019-02-08,21158.408
2019-02-12,21095.18
2019-02-13,21068.002
2019-02-14,21085.2
2019-02-15,21144.662
2019-02-18,21322.242
2019-02-19,21463.459
2019-02-20,21523.15
2019-02-21,21578.955
2019-02-22,21687.094
2019-02-25,21743.168
2019-02-26,21791.807
2019-02-27,21820.309
2019-02-28,21837.018
2019-03-01,21858.338
2019-03-04,21875.576
2019-03-05,21917.79
